"site_id","forecast_year","year","month_flow","flow","maxFLOWcor_month","maxFLOWcor","date","forecast_month","forecast_issue","maxFLOWcor_value","date_flow"
"yampa_r_nr_maybell",1969,1969,2,15.788,1,"YES",1969-02-15,3,NA,236.243,1969-02-28
"libby_reservoir_inflow",1969,1969,2,150,2,"YES",1969-02-15,3,NA,150,1969-02-28
"boise_r_nr_boise",1969,1969,2,96.81,3,"NO",1969-02-15,3,NA,150,1969-02-28
"green_r_bl_howard_a_hanson_dam",1969,1969,2,23.7,1,"YES",1969-02-15,3,NA,150,1969-02-28
"taylor_park_reservoir_inflow",1969,1969,2,4.216,12,"YES",1969-02-15,3,NA,150,1969-02-28
"dillon_reservoir_inflow",1969,1969,2,3.72,1,"YES",1969-02-15,3,NA,150,1969-02-28
"fontenelle_reservoir_inflow",1969,1969,2,36.818,2,"YES",1969-02-15,3,NA,36.818,1969-02-28
"weber_r_nr_oakley",1969,1969,2,3.289,3,"NO",1969-02-15,3,NA,36.818,1969-02-28
"colville_r_at_kettle_falls",1969,1969,2,12.756,3,"NO",1969-02-15,3,NA,36.818,1969-02-28
"stehekin_r_at_stehekin",1969,1969,2,13.365,2,"YES",1969-02-15,3,NA,13.365,1969-02-28
"detroit_lake_inflow",1969,1969,2,NA,3,"NO",1969-02-15,3,NA,13.365,1969-02-28
"virgin_r_at_virtin",1969,1969,2,14.279,3,"NO",1969-02-15,3,NA,13.365,1969-02-28
"skagit_ross_reservoir",1969,1969,2,33.45,3,"NO",1969-02-15,3,NA,13.365,1969-02-28
"boysen_reservoir_inflow",1969,1969,2,31.244,1,"YES",1969-02-15,3,NA,13.365,1969-02-28
"pecos_r_nr_pecos",1969,1969,2,1.006,3,"NO",1969-02-15,3,NA,13.365,1969-02-28
"owyhee_r_bl_owyhee_dam",1969,1969,2,50.146,3,"NO",1969-02-15,3,NA,13.365,1969-02-28
"hungry_horse_reservoir_inflow",1969,1969,3,62.617,1,"YES",1969-03-15,4,NA,13.365,1969-03-31
"snake_r_nr_heise",1969,1969,3,172.779,3,"YES",1969-03-15,4,NA,172.779,1969-03-31
"pueblo_reservoir_inflow",1969,1969,3,12.769,2,"YES",1969-03-15,4,NA,172.779,1969-03-31
"sweetwater_r_nr_alcova",1969,1969,3,3.735,11,"YES",1969-03-15,4,NA,172.779,1969-03-31
"missouri_r_at_toston",1969,1969,3,303.87,2,"YES",1969-03-15,4,NA,172.779,1969-03-31
"animas_r_at_durango",1969,1969,3,13.801,3,"YES",1969-03-15,4,NA,13.801,1969-03-31
"yampa_r_nr_maybell",1969,1969,3,25.785,1,"YES",1969-03-15,4,NA,13.801,1969-03-31
"libby_reservoir_inflow",1969,1969,3,202,2,"YES",1969-03-15,4,NA,13.801,1969-03-31
"boise_r_nr_boise",1969,1969,3,152.911,3,"YES",1969-03-15,4,NA,152.911,1969-03-31
"green_r_bl_howard_a_hanson_dam",1969,1969,3,63.2,1,"YES",1969-03-15,4,NA,152.911,1969-03-31
"taylor_park_reservoir_inflow",1969,1969,3,3.95,12,"YES",1969-03-15,4,NA,152.911,1969-03-31
"dillon_reservoir_inflow",1969,1969,3,4.265,1,"YES",1969-03-15,4,NA,152.911,1969-03-31
"fontenelle_reservoir_inflow",1969,1969,3,48.78,2,"YES",1969-03-15,4,NA,152.911,1969-03-31
"weber_r_nr_oakley",1969,1969,3,3.794,3,"YES",1969-03-15,4,NA,3.794,1969-03-31
"colville_r_at_kettle_falls",1969,1969,3,33.723,3,"YES",1969-03-15,4,NA,33.723,1969-03-31
"stehekin_r_at_stehekin",1969,1969,3,22.574,2,"YES",1969-03-15,4,NA,33.723,1969-03-31
"detroit_lake_inflow",1969,1969,3,NA,3,"YES",1969-03-15,4,NA,33.723,1969-03-31
"virgin_r_at_virtin",1969,1969,3,20.961,3,"YES",1969-03-15,4,NA,20.961,1969-03-31
"skagit_ross_reservoir",1969,1969,3,77.19,3,"YES",1969-03-15,4,NA,77.19,1969-03-31
"boysen_reservoir_inflow",1969,1969,3,48.555,1,"YES",1969-03-15,4,NA,77.19,1969-03-31
"pecos_r_nr_pecos",1969,1969,3,1.476,3,"YES",1969-03-15,4,NA,1.476,1969-03-31
"owyhee_r_bl_owyhee_dam",1969,1969,3,145.025,3,"YES",1969-03-15,4,NA,145.025,1969-03-31
"hungry_horse_reservoir_inflow",1969,1969,4,436.042,1,"YES",1969-04-15,5,NA,145.025,1969-04-30
"snake_r_nr_heise",1969,1969,4,510.796,3,"YES",1969-04-15,5,NA,145.025,1969-04-30
"pueblo_reservoir_inflow",1969,1969,4,15.263,2,"YES",1969-04-15,5,NA,145.025,1969-04-30
"sweetwater_r_nr_alcova",1969,1969,4,14.471,11,"YES",1969-04-15,5,NA,145.025,1969-04-30
"missouri_r_at_toston",1969,1969,4,611.477,2,"YES",1969-04-15,5,NA,145.025,1969-04-30
"animas_r_at_durango",1969,1969,4,66.063,3,"YES",1969-04-15,5,NA,145.025,1969-04-30
"yampa_r_nr_maybell",1969,1969,4,248.311,1,"YES",1969-04-15,5,NA,145.025,1969-04-30
"libby_reservoir_inflow",1969,1969,4,885,2,"YES",1969-04-15,5,NA,145.025,1969-04-30
"boise_r_nr_boise",1969,1969,4,660.908,3,"YES",1969-04-15,5,NA,145.025,1969-04-30
"green_r_bl_howard_a_hanson_dam",1969,1969,4,116.5,1,"YES",1969-04-15,5,NA,145.025,1969-04-30
"taylor_park_reservoir_inflow",1969,1969,4,11.007,12,"YES",1969-04-15,5,NA,145.025,1969-04-30
"dillon_reservoir_inflow",1969,1969,4,8.937,1,"YES",1969-04-15,5,NA,145.025,1969-04-30
"fontenelle_reservoir_inflow",1969,1969,4,179.04,2,"YES",1969-04-15,5,NA,145.025,1969-04-30
"weber_r_nr_oakley",1969,1969,4,15.31,3,"YES",1969-04-15,5,NA,145.025,1969-04-30
"colville_r_at_kettle_falls",1969,1969,4,129.005,3,"YES",1969-04-15,5,NA,145.025,1969-04-30
"stehekin_r_at_stehekin",1969,1969,4,93.779,2,"YES",1969-04-15,5,NA,145.025,1969-04-30
"detroit_lake_inflow",1969,1969,4,NA,3,"YES",1969-04-15,5,NA,145.025,1969-04-30
"virgin_r_at_virtin",1969,1969,4,58.177,3,"YES",1969-04-15,5,NA,145.025,1969-04-30
"skagit_ross_reservoir",1969,1969,4,206.78,3,"YES",1969-04-15,5,NA,145.025,1969-04-30
"boysen_reservoir_inflow",1969,1969,4,66.341,1,"YES",1969-04-15,5,NA,145.025,1969-04-30
"pecos_r_nr_pecos",1969,1969,4,7.053,3,"YES",1969-04-15,5,NA,145.025,1969-04-30
"owyhee_r_bl_owyhee_dam",1969,1969,4,519.439,3,"YES",1969-04-15,5,NA,145.025,1969-04-30
"hungry_horse_reservoir_inflow",1969,1969,5,793.679,1,"YES",1969-05-15,6,NA,145.025,1969-05-31
"snake_r_nr_heise",1969,1969,5,1287.372,3,"YES",1969-05-15,6,NA,145.025,1969-05-31
"pueblo_reservoir_inflow",1969,1969,5,19.216,2,"YES",1969-05-15,6,NA,145.025,1969-05-31
"sweetwater_r_nr_alcova",1969,1969,5,17.921,11,"YES",1969-05-15,6,NA,145.025,1969-05-31
"missouri_r_at_toston",1969,1969,5,948.721,2,"YES",1969-05-15,6,NA,145.025,1969-05-31
"animas_r_at_durango",1969,1969,5,173.197,3,"YES",1969-05-15,6,NA,145.025,1969-05-31
"yampa_r_nr_maybell",1969,1969,5,400.304,1,"YES",1969-05-15,6,NA,145.025,1969-05-31
"libby_reservoir_inflow",1969,1969,5,2403,2,"YES",1969-05-15,6,NA,145.025,1969-05-31
"boise_r_nr_boise",1969,1969,5,731.085,3,"YES",1969-05-15,6,NA,145.025,1969-05-31
"green_r_bl_howard_a_hanson_dam",1969,1969,5,136.9,1,"YES",1969-05-15,6,NA,145.025,1969-05-31
"taylor_park_reservoir_inflow",1969,1969,5,35.966,12,"YES",1969-05-15,6,NA,145.025,1969-05-31
"dillon_reservoir_inflow",1969,1969,5,22.031,1,"YES",1969-05-15,6,NA,145.025,1969-05-31
"fontenelle_reservoir_inflow",1969,1969,5,286.627,2,"YES",1969-05-15,6,NA,145.025,1969-05-31
"weber_r_nr_oakley",1969,1969,5,73.501,3,"YES",1969-05-15,6,NA,145.025,1969-05-31
"colville_r_at_kettle_falls",1969,1969,5,82.064,3,"YES",1969-05-15,6,NA,145.025,1969-05-31
"stehekin_r_at_stehekin",1969,1969,5,322.651,2,"YES",1969-05-15,6,NA,145.025,1969-05-31
"detroit_lake_inflow",1969,1969,5,NA,3,"YES",1969-05-15,6,NA,145.025,1969-05-31
"virgin_r_at_virtin",1969,1969,5,67.131,3,"YES",1969-05-15,6,NA,145.025,1969-05-31
"skagit_ross_reservoir",1969,1969,5,457.31,3,"YES",1969-05-15,6,NA,145.025,1969-05-31
"boysen_reservoir_inflow",1969,1969,5,196.458,1,"YES",1969-05-15,6,NA,145.025,1969-05-31
"pecos_r_nr_pecos",1969,1969,5,19.442,3,"YES",1969-05-15,6,NA,145.025,1969-05-31
"owyhee_r_bl_owyhee_dam",1969,1969,5,138.443,3,"YES",1969-05-15,6,NA,145.025,1969-05-31
"hungry_horse_reservoir_inflow",1969,1969,6,549.421,1,"YES",1969-06-15,7,NA,145.025,1969-06-30
"snake_r_nr_heise",1969,1969,6,897.843,3,"YES",1969-06-15,7,NA,145.025,1969-06-30
"pueblo_reservoir_inflow",1969,1969,6,26.251,2,"YES",1969-06-15,7,NA,145.025,1969-06-30
"sweetwater_r_nr_alcova",1969,1969,6,17.217,11,"YES",1969-06-15,7,NA,145.025,1969-06-30
"missouri_r_at_toston",1969,1969,6,670.816,2,"YES",1969-06-15,7,NA,145.025,1969-06-30
"animas_r_at_durango",1969,1969,6,130.79,3,"YES",1969-06-15,7,NA,145.025,1969-06-30
"yampa_r_nr_maybell",1969,1969,6,222.089,1,"YES",1969-06-15,7,NA,145.025,1969-06-30
"libby_reservoir_inflow",1969,1969,6,2530,2,"YES",1969-06-15,7,NA,145.025,1969-06-30
"boise_r_nr_boise",1969,1969,6,391.548,3,"YES",1969-06-15,7,NA,145.025,1969-06-30
"green_r_bl_howard_a_hanson_dam",1969,1969,6,58.7,1,"YES",1969-06-15,7,NA,145.025,1969-06-30
"taylor_park_reservoir_inflow",1969,1969,6,39.661,12,"YES",1969-06-15,7,NA,145.025,1969-06-30
"dillon_reservoir_inflow",1969,1969,6,78.941,1,"YES",1969-06-15,7,NA,145.025,1969-06-30
"fontenelle_reservoir_inflow",1969,1969,6,295.119,2,"YES",1969-06-15,7,NA,145.025,1969-06-30
"weber_r_nr_oakley",1969,1969,6,42.204,3,"YES",1969-06-15,7,NA,145.025,1969-06-30
"colville_r_at_kettle_falls",1969,1969,6,28.881,3,"YES",1969-06-15,7,NA,145.025,1969-06-30
"stehekin_r_at_stehekin",1969,1969,6,331.18,2,"YES",1969-06-15,7,NA,145.025,1969-06-30
"virgin_r_at_virtin",1969,1969,6,14.354,3,"YES",1969-06-15,7,NA,145.025,1969-06-30
"skagit_ross_reservoir",1969,1969,6,509.97,3,"YES",1969-06-15,7,NA,145.025,1969-06-30
"boysen_reservoir_inflow",1969,1969,6,313.996,1,"YES",1969-06-15,7,NA,145.025,1969-06-30
"pecos_r_nr_pecos",1969,1969,6,13.263,3,"YES",1969-06-15,7,NA,145.025,1969-06-30
"owyhee_r_bl_owyhee_dam",1969,1969,6,42.365,3,"YES",1969-06-15,7,NA,145.025,1969-06-30
"hungry_horse_reservoir_inflow",1970,1969,10,58.768,1,"NO",1969-10-15,1,NA,145.025,1969-10-31
"snake_r_nr_heise",1970,1969,10,225.216,3,"NO",1969-10-15,1,NA,145.025,1969-10-31
"pueblo_reservoir_inflow",1970,1969,10,18.715,2,"NO",1969-10-15,1,NA,145.025,1969-10-31
"sweetwater_r_nr_alcova",1970,1969,10,2.285,11,"NO",1969-10-15,1,NA,145.025,1969-10-31
"missouri_r_at_toston",1970,1969,10,281.681,2,"NO",1969-10-15,1,NA,145.025,1969-10-31
"animas_r_at_durango",1970,1969,10,37.902,3,"NO",1969-10-15,1,NA,145.025,1969-10-31
"yampa_r_nr_maybell",1970,1969,10,27.673,1,"NO",1969-10-15,1,NA,145.025,1969-10-31
"libby_reservoir_inflow",1970,1969,10,349,2,"NO",1969-10-15,1,NA,145.025,1969-10-31
"boise_r_nr_boise",1970,1969,10,57.269,3,"NO",1969-10-15,1,NA,145.025,1969-10-31
"green_r_bl_howard_a_hanson_dam",1970,1969,10,46.7,1,"NO",1969-10-15,1,NA,145.025,1969-10-31
"taylor_park_reservoir_inflow",1970,1969,10,8.781,12,"NO",1969-10-15,1,NA,145.025,1969-10-31
"dillon_reservoir_inflow",1970,1969,10,8.848,1,"NO",1969-10-15,1,NA,145.025,1969-10-31
"fontenelle_reservoir_inflow",1970,1969,10,44.387,2,"NO",1969-10-15,1,NA,145.025,1969-10-31
"weber_r_nr_oakley",1970,1969,10,4.251,3,"NO",1969-10-15,1,NA,145.025,1969-10-31
"colville_r_at_kettle_falls",1970,1969,10,10.092,3,"NO",1969-10-15,1,NA,145.025,1969-10-31
"stehekin_r_at_stehekin",1970,1969,10,44.138,2,"NO",1969-10-15,1,NA,145.025,1969-10-31
"detroit_lake_inflow",1970,1969,10,NA,3,"NO",1969-10-15,1,NA,145.025,1969-10-31
"virgin_r_at_virtin",1970,1969,10,7.303,3,"NO",1969-10-15,1,NA,145.025,1969-10-31
"skagit_ross_reservoir",1970,1969,10,134.24,3,"NO",1969-10-15,1,NA,145.025,1969-10-31
"boysen_reservoir_inflow",1970,1969,10,51.489,1,"NO",1969-10-15,1,NA,145.025,1969-10-31
"pecos_r_nr_pecos",1970,1969,10,3.848,3,"NO",1969-10-15,1,NA,145.025,1969-10-31
"owyhee_r_bl_owyhee_dam",1970,1969,10,13.174,3,"NO",1969-10-15,1,NA,145.025,1969-10-31
"hungry_horse_reservoir_inflow",1970,1969,11,44.792,1,"NO",1969-11-15,1,NA,145.025,1969-11-30
"snake_r_nr_heise",1970,1969,11,174.188,3,"NO",1969-11-15,1,NA,145.025,1969-11-30
"pueblo_reservoir_inflow",1970,1969,11,14.184,2,"NO",1969-11-15,1,NA,145.025,1969-11-30
"sweetwater_r_nr_alcova",1970,1969,11,2.325,11,"YES",1969-11-15,1,NA,2.325,1969-11-30
"missouri_r_at_toston",1970,1969,11,299.296,2,"NO",1969-11-15,1,NA,2.325,1969-11-30
"animas_r_at_durango",1970,1969,11,27.392,3,"NO",1969-11-15,1,NA,2.325,1969-11-30
"yampa_r_nr_maybell",1970,1969,11,24.536,1,"NO",1969-11-15,1,NA,2.325,1969-11-30
"libby_reservoir_inflow",1970,1969,11,250,2,"NO",1969-11-15,1,NA,2.325,1969-11-30
"boise_r_nr_boise",1970,1969,11,46.82,3,"NO",1969-11-15,1,NA,2.325,1969-11-30
"green_r_bl_howard_a_hanson_dam",1970,1969,11,28.8,1,"NO",1969-11-15,1,NA,2.325,1969-11-30
"taylor_park_reservoir_inflow",1970,1969,11,6.071,12,"NO",1969-11-15,1,NA,2.325,1969-11-30
"dillon_reservoir_inflow",1970,1969,11,5.298,1,"NO",1969-11-15,1,NA,2.325,1969-11-30
"fontenelle_reservoir_inflow",1970,1969,11,37.483,2,"NO",1969-11-15,1,NA,2.325,1969-11-30
"weber_r_nr_oakley",1970,1969,11,3.832,3,"NO",1969-11-15,1,NA,2.325,1969-11-30
"colville_r_at_kettle_falls",1970,1969,11,10.011,3,"NO",1969-11-15,1,NA,2.325,1969-11-30
"stehekin_r_at_stehekin",1970,1969,11,29.613,2,"NO",1969-11-15,1,NA,2.325,1969-11-30
"detroit_lake_inflow",1970,1969,11,NA,3,"NO",1969-11-15,1,NA,2.325,1969-11-30
"virgin_r_at_virtin",1970,1969,11,9.981,3,"NO",1969-11-15,1,NA,2.325,1969-11-30
"skagit_ross_reservoir",1970,1969,11,112.74,3,"NO",1969-11-15,1,NA,2.325,1969-11-30
"boysen_reservoir_inflow",1970,1969,11,45.491,1,"NO",1969-11-15,1,NA,2.325,1969-11-30
"pecos_r_nr_pecos",1970,1969,11,2.995,3,"NO",1969-11-15,1,NA,2.325,1969-11-30
"owyhee_r_bl_owyhee_dam",1970,1969,11,15.194,3,"NO",1969-11-15,1,NA,2.325,1969-11-30
"hungry_horse_reservoir_inflow",1970,1969,12,44.997,1,"NO",1969-12-15,1,NA,2.325,1969-12-31
"snake_r_nr_heise",1970,1969,12,175.298,3,"NO",1969-12-15,1,NA,2.325,1969-12-31
"pueblo_reservoir_inflow",1970,1969,12,11.188,2,"NO",1969-12-15,1,NA,2.325,1969-12-31
"sweetwater_r_nr_alcova",1970,1969,12,1.914,11,"YES",1969-12-15,1,NA,2.325,1969-12-31
"missouri_r_at_toston",1970,1969,12,246.926,2,"NO",1969-12-15,1,NA,2.325,1969-12-31
"animas_r_at_durango",1970,1969,12,19.014,3,"NO",1969-12-15,1,NA,2.325,1969-12-31
"yampa_r_nr_maybell",1970,1969,12,22.116,1,"NO",1969-12-15,1,NA,2.325,1969-12-31
"libby_reservoir_inflow",1970,1969,12,183,2,"NO",1969-12-15,1,NA,2.325,1969-12-31
"boise_r_nr_boise",1970,1969,12,53.453,3,"NO",1969-12-15,1,NA,2.325,1969-12-31
"green_r_bl_howard_a_hanson_dam",1970,1969,12,44.9,1,"NO",1969-12-15,1,NA,2.325,1969-12-31
"taylor_park_reservoir_inflow",1970,1969,12,5.454,12,"YES",1969-12-15,1,NA,5.454,1969-12-31
"dillon_reservoir_inflow",1970,1969,12,5.636,1,"NO",1969-12-15,1,NA,5.454,1969-12-31
"fontenelle_reservoir_inflow",1970,1969,12,27.827,2,"NO",1969-12-15,1,NA,5.454,1969-12-31
"weber_r_nr_oakley",1970,1969,12,3.382,3,"NO",1969-12-15,1,NA,5.454,1969-12-31
"colville_r_at_kettle_falls",1970,1969,12,11.689,3,"NO",1969-12-15,1,NA,5.454,1969-12-31
"stehekin_r_at_stehekin",1970,1969,12,14.043,2,"NO",1969-12-15,1,NA,5.454,1969-12-31
"detroit_lake_inflow",1970,1969,12,NA,3,"NO",1969-12-15,1,NA,5.454,1969-12-31
"virgin_r_at_virtin",1970,1969,12,9.122,3,"NO",1969-12-15,1,NA,5.454,1969-12-31
"skagit_ross_reservoir",1970,1969,12,95.7,3,"NO",1969-12-15,1,NA,5.454,1969-12-31
"boysen_reservoir_inflow",1970,1969,12,36.391,1,"NO",1969-12-15,1,NA,5.454,1969-12-31
"pecos_r_nr_pecos",1970,1969,12,1.817,3,"NO",1969-12-15,1,NA,5.454,1969-12-31
"owyhee_r_bl_owyhee_dam",1970,1969,12,20.148,3,"NO",1969-12-15,1,NA,5.454,1969-12-31
"hungry_horse_reservoir_inflow",1970,1970,1,46.195,1,"YES",1970-01-15,2,NA,46.195,1970-01-31
"snake_r_nr_heise",1970,1970,1,189.093,3,"NO",1970-01-15,2,NA,46.195,1970-01-31
"pueblo_reservoir_inflow",1970,1970,1,9.805,2,"NO",1970-01-15,2,NA,46.195,1970-01-31
"sweetwater_r_nr_alcova",1970,1970,1,1.349,11,"YES",1970-01-15,2,NA,46.195,1970-01-31
"missouri_r_at_toston",1970,1970,1,230.21,2,"NO",1970-01-15,2,NA,46.195,1970-01-31
"animas_r_at_durango",1970,1970,1,13.914,3,"NO",1970-01-15,2,NA,46.195,1970-01-31
"yampa_r_nr_maybell",1970,1970,1,21.54,1,"YES",1970-01-15,2,NA,21.54,1970-01-31
"libby_reservoir_inflow",1970,1970,1,141,2,"NO",1970-01-15,2,NA,21.54,1970-01-31
"boise_r_nr_boise",1970,1970,1,129.145,3,"NO",1970-01-15,2,NA,21.54,1970-01-31
"green_r_bl_howard_a_hanson_dam",1970,1970,1,107.5,1,"YES",1970-01-15,2,NA,107.5,1970-01-31
"taylor_park_reservoir_inflow",1970,1970,1,5.447,12,"YES",1970-01-15,2,NA,107.5,1970-01-31
"dillon_reservoir_inflow",1970,1970,1,4.932,1,"YES",1970-01-15,2,NA,4.932,1970-01-31
"fontenelle_reservoir_inflow",1970,1970,1,24.419,2,"NO",1970-01-15,2,NA,4.932,1970-01-31
"weber_r_nr_oakley",1970,1970,1,3.539,3,"NO",1970-01-15,2,NA,4.932,1970-01-31
"colville_r_at_kettle_falls",1970,1970,1,11.252,3,"NO",1970-01-15,2,NA,4.932,1970-01-31
"stehekin_r_at_stehekin",1970,1970,1,10.631,2,"NO",1970-01-15,2,NA,4.932,1970-01-31
"detroit_lake_inflow",1970,1970,1,NA,3,"NO",1970-01-15,2,NA,4.932,1970-01-31
"virgin_r_at_virtin",1970,1970,1,8.263,3,"NO",1970-01-15,2,NA,4.932,1970-01-31
"skagit_ross_reservoir",1970,1970,1,84.6,3,"NO",1970-01-15,2,NA,4.932,1970-01-31
"boysen_reservoir_inflow",1970,1970,1,30.836,1,"YES",1970-01-15,2,NA,30.836,1970-01-31
"pecos_r_nr_pecos",1970,1970,1,1.267,3,"NO",1970-01-15,2,NA,30.836,1970-01-31
"owyhee_r_bl_owyhee_dam",1970,1970,1,137.189,3,"NO",1970-01-15,2,NA,30.836,1970-01-31
"hungry_horse_reservoir_inflow",1970,1970,2,43.36,1,"YES",1970-02-15,3,NA,30.836,1970-02-28
"snake_r_nr_heise",1970,1970,2,148.369,3,"NO",1970-02-15,3,NA,30.836,1970-02-28
"pueblo_reservoir_inflow",1970,1970,2,11.415,2,"YES",1970-02-15,3,NA,11.415,1970-02-28
"sweetwater_r_nr_alcova",1970,1970,2,1.428,11,"YES",1970-02-15,3,NA,11.415,1970-02-28
"missouri_r_at_toston",1970,1970,2,215.127,2,"YES",1970-02-15,3,NA,215.127,1970-02-28
"animas_r_at_durango",1970,1970,2,12.206,3,"NO",1970-02-15,3,NA,215.127,1970-02-28
"yampa_r_nr_maybell",1970,1970,2,21.903,1,"YES",1970-02-15,3,NA,215.127,1970-02-28
"libby_reservoir_inflow",1970,1970,2,153,2,"YES",1970-02-15,3,NA,153,1970-02-28
"boise_r_nr_boise",1970,1970,2,103.345,3,"NO",1970-02-15,3,NA,153,1970-02-28
"green_r_bl_howard_a_hanson_dam",1970,1970,2,77.4,1,"YES",1970-02-15,3,NA,153,1970-02-28
"taylor_park_reservoir_inflow",1970,1970,2,4.369,12,"YES",1970-02-15,3,NA,153,1970-02-28
"dillon_reservoir_inflow",1970,1970,2,3.799,1,"YES",1970-02-15,3,NA,153,1970-02-28
"fontenelle_reservoir_inflow",1970,1970,2,27.178,2,"YES",1970-02-15,3,NA,27.178,1970-02-28
"weber_r_nr_oakley",1970,1970,2,3.12,3,"NO",1970-02-15,3,NA,27.178,1970-02-28
"colville_r_at_kettle_falls",1970,1970,2,15.741,3,"NO",1970-02-15,3,NA,27.178,1970-02-28
"stehekin_r_at_stehekin",1970,1970,2,10.612,2,"YES",1970-02-15,3,NA,10.612,1970-02-28
"detroit_lake_inflow",1970,1970,2,NA,3,"NO",1970-02-15,3,NA,10.612,1970-02-28
"virgin_r_at_virtin",1970,1970,2,7.384,3,"NO",1970-02-15,3,NA,10.612,1970-02-28
"skagit_ross_reservoir",1970,1970,2,85.28,3,"NO",1970-02-15,3,NA,10.612,1970-02-28
"boysen_reservoir_inflow",1970,1970,2,32.353,1,"YES",1970-02-15,3,NA,10.612,1970-02-28
"pecos_r_nr_pecos",1970,1970,2,1.135,3,"NO",1970-02-15,3,NA,10.612,1970-02-28
"owyhee_r_bl_owyhee_dam",1970,1970,2,66.335,3,"NO",1970-02-15,3,NA,10.612,1970-02-28
"hungry_horse_reservoir_inflow",1970,1970,3,49.187,1,"YES",1970-03-15,4,NA,10.612,1970-03-31
"snake_r_nr_heise",1970,1970,3,162.444,3,"YES",1970-03-15,4,NA,162.444,1970-03-31
"pueblo_reservoir_inflow",1970,1970,3,10.556,2,"YES",1970-03-15,4,NA,162.444,1970-03-31
"sweetwater_r_nr_alcova",1970,1970,3,2.826,11,"YES",1970-03-15,4,NA,162.444,1970-03-31
"missouri_r_at_toston",1970,1970,3,238.68,2,"YES",1970-03-15,4,NA,162.444,1970-03-31
"animas_r_at_durango",1970,1970,3,11.847,3,"YES",1970-03-15,4,NA,11.847,1970-03-31
"yampa_r_nr_maybell",1970,1970,3,30.052,1,"YES",1970-03-15,4,NA,11.847,1970-03-31
"libby_reservoir_inflow",1970,1970,3,166,2,"YES",1970-03-15,4,NA,11.847,1970-03-31
"boise_r_nr_boise",1970,1970,3,151.807,3,"YES",1970-03-15,4,NA,151.807,1970-03-31
"green_r_bl_howard_a_hanson_dam",1970,1970,3,59,1,"YES",1970-03-15,4,NA,151.807,1970-03-31
"taylor_park_reservoir_inflow",1970,1970,3,3.789,12,"YES",1970-03-15,4,NA,151.807,1970-03-31
"dillon_reservoir_inflow",1970,1970,3,4.125,1,"YES",1970-03-15,4,NA,151.807,1970-03-31
"fontenelle_reservoir_inflow",1970,1970,3,34.473,2,"YES",1970-03-15,4,NA,151.807,1970-03-31
"weber_r_nr_oakley",1970,1970,3,3.332,3,"YES",1970-03-15,4,NA,3.332,1970-03-31
"colville_r_at_kettle_falls",1970,1970,3,25.408,3,"YES",1970-03-15,4,NA,25.408,1970-03-31
"stehekin_r_at_stehekin",1970,1970,3,14.678,2,"YES",1970-03-15,4,NA,25.408,1970-03-31
"detroit_lake_inflow",1970,1970,3,NA,3,"YES",1970-03-15,4,NA,25.408,1970-03-31
"virgin_r_at_virtin",1970,1970,3,11.248,3,"YES",1970-03-15,4,NA,11.248,1970-03-31
"skagit_ross_reservoir",1970,1970,3,76.68,3,"YES",1970-03-15,4,NA,76.68,1970-03-31
"boysen_reservoir_inflow",1970,1970,3,32.552,1,"YES",1970-03-15,4,NA,76.68,1970-03-31
"pecos_r_nr_pecos",1970,1970,3,1.252,3,"YES",1970-03-15,4,NA,1.252,1970-03-31
"owyhee_r_bl_owyhee_dam",1970,1970,3,68.708,3,"YES",1970-03-15,4,NA,68.708,1970-03-31
"hungry_horse_reservoir_inflow",1970,1970,4,93.636,1,"YES",1970-04-15,5,NA,68.708,1970-04-30
"snake_r_nr_heise",1970,1970,4,200.715,3,"YES",1970-04-15,5,NA,68.708,1970-04-30
"pueblo_reservoir_inflow",1970,1970,4,12.647,2,"YES",1970-04-15,5,NA,68.708,1970-04-30
"sweetwater_r_nr_alcova",1970,1970,4,6.504,11,"YES",1970-04-15,5,NA,68.708,1970-04-30
"missouri_r_at_toston",1970,1970,4,261.124,2,"YES",1970-04-15,5,NA,68.708,1970-04-30
"animas_r_at_durango",1970,1970,4,21.116,3,"YES",1970-04-15,5,NA,68.708,1970-04-30
"yampa_r_nr_maybell",1970,1970,4,81.761,1,"YES",1970-04-15,5,NA,68.708,1970-04-30
"libby_reservoir_inflow",1970,1970,4,208,2,"YES",1970-04-15,5,NA,68.708,1970-04-30
"boise_r_nr_boise",1970,1970,4,195.27,3,"YES",1970-04-15,5,NA,68.708,1970-04-30
"green_r_bl_howard_a_hanson_dam",1970,1970,4,75.4,1,"YES",1970-04-15,5,NA,68.708,1970-04-30
"taylor_park_reservoir_inflow",1970,1970,4,2.138,12,"YES",1970-04-15,5,NA,68.708,1970-04-30
"dillon_reservoir_inflow",1970,1970,4,5.256,1,"YES",1970-04-15,5,NA,68.708,1970-04-30
"fontenelle_reservoir_inflow",1970,1970,4,43.573,2,"YES",1970-04-15,5,NA,68.708,1970-04-30
"weber_r_nr_oakley",1970,1970,4,4.443,3,"YES",1970-04-15,5,NA,68.708,1970-04-30
"colville_r_at_kettle_falls",1970,1970,4,31.047,3,"YES",1970-04-15,5,NA,68.708,1970-04-30
"stehekin_r_at_stehekin",1970,1970,4,36.532,2,"YES",1970-04-15,5,NA,68.708,1970-04-30
"detroit_lake_inflow",1970,1970,4,NA,3,"YES",1970-04-15,5,NA,68.708,1970-04-30
