"nrcs_id","forecast_year","year","month_flow","flow","site_id","maxFLOWcor_month","maxFLOWcor","date","forecast_month","forecast_issue","maxFLOWcor_value","date_flow"
"14113000:WA:USGS",1966,1966,3,132.099,"stehekin_r_at_stehekin",5,"NO",1966-03-15,4,NA,4.481,1966-03-31
"14150000:OR:USGS",1966,1966,3,279.6,"detroit_lake_inflow",4,"NO",1966-03-15,4,NA,4.481,1966-03-31
"12413000:ID:USGS",1966,1966,3,157.847,"green_r_bl_howard_a_hanson_dam",5,"NO",1966-03-15,4,NA,4.481,1966-03-31
"09349800:CO:USGS",1966,1966,3,34.11,"pueblo_reservoir_inflow",2,"YES",1966-03-15,4,NA,4.481,1966-03-31
"09277800:UT:USGS",1966,1966,3,NA,"sweetwater_r_nr_alcova",2,"YES",1966-03-15,4,NA,4.481,1966-03-31
"09379500:UT:USGS",1966,1966,3,243.83,"animas_r_at_durango",5,"NO",1966-03-15,4,NA,4.481,1966-03-31
"08316000:NM:USGS",1966,1966,3,0.641,"pecos_r_nr_pecos",5,"NO",1966-03-15,4,NA,4.481,1966-03-31
"10150500:UT:USGS",1966,1966,3,8.705,"ruedi_reservoir_inflow",5,"NO",1966-03-15,4,NA,4.481,1966-03-31
"10166605:UT:USGS",1966,1966,3,NA,"taylor_park_reservoir_inflow",5,"NO",1966-03-15,4,NA,4.481,1966-03-31
"150028:CA:USGS",1966,1966,4,NA,"boise_r_nr_boise",4,"YES",1966-04-15,5,NA,4.481,1966-04-30
"150028:CA:USGS",1966,1966,4,NA,"boysen_reservoir_inflow",3,"YES",1966-04-15,5,NA,4.481,1966-04-30
"150028:CA:USGS",1966,1966,4,NA,"dillon_reservoir_inflow",3,"YES",1966-04-15,5,NA,4.481,1966-04-30
"150028:CA:USGS",1966,1966,4,NA,"fontenelle_reservoir_inflow",3,"YES",1966-04-15,5,NA,4.481,1966-04-30
"150028:CA:USGS",1966,1966,4,NA,"weber_r_nr_oakley",3,"YES",1966-04-15,5,NA,4.481,1966-04-30
"10333000:NV:USGS",1966,1966,4,10.671,"owyhee_r_bl_owyhee_dam",5,"NO",1966-04-15,5,NA,4.481,1966-04-30
"14113000:WA:USGS",1966,1966,4,168.159,"stehekin_r_at_stehekin",5,"NO",1966-04-15,5,NA,4.481,1966-04-30
"14150000:OR:USGS",1966,1966,4,259.1,"detroit_lake_inflow",4,"YES",1966-04-15,5,NA,259.1,1966-04-30
"12413000:ID:USGS",1966,1966,4,336.456,"green_r_bl_howard_a_hanson_dam",5,"NO",1966-04-15,5,NA,259.1,1966-04-30
"09349800:CO:USGS",1966,1966,4,62.963,"pueblo_reservoir_inflow",2,"YES",1966-04-15,5,NA,259.1,1966-04-30
"09277800:UT:USGS",1966,1966,4,NA,"sweetwater_r_nr_alcova",2,"YES",1966-04-15,5,NA,259.1,1966-04-30
"09379500:UT:USGS",1966,1966,4,270.724,"animas_r_at_durango",5,"NO",1966-04-15,5,NA,259.1,1966-04-30
"08316000:NM:USGS",1966,1966,4,0.82,"pecos_r_nr_pecos",5,"NO",1966-04-15,5,NA,259.1,1966-04-30
"10150500:UT:USGS",1966,1966,4,9.681,"ruedi_reservoir_inflow",5,"NO",1966-04-15,5,NA,259.1,1966-04-30
"10166605:UT:USGS",1966,1966,4,NA,"taylor_park_reservoir_inflow",5,"NO",1966-04-15,5,NA,259.1,1966-04-30
"150028:CA:USGS",1966,1966,5,NA,"boise_r_nr_boise",4,"YES",1966-05-15,6,NA,259.1,1966-05-31
"150028:CA:USGS",1966,1966,5,NA,"boysen_reservoir_inflow",3,"YES",1966-05-15,6,NA,259.1,1966-05-31
"150028:CA:USGS",1966,1966,5,NA,"dillon_reservoir_inflow",3,"YES",1966-05-15,6,NA,259.1,1966-05-31
"150028:CA:USGS",1966,1966,5,NA,"fontenelle_reservoir_inflow",3,"YES",1966-05-15,6,NA,259.1,1966-05-31
"150028:CA:USGS",1966,1966,5,NA,"weber_r_nr_oakley",3,"YES",1966-05-15,6,NA,259.1,1966-05-31
"10333000:NV:USGS",1966,1966,5,9.491,"owyhee_r_bl_owyhee_dam",5,"YES",1966-05-15,6,NA,9.491,1966-05-31
"14113000:WA:USGS",1966,1966,5,163.319,"stehekin_r_at_stehekin",5,"YES",1966-05-15,6,NA,163.319,1966-05-31
"14150000:OR:USGS",1966,1966,5,104.9,"detroit_lake_inflow",4,"YES",1966-05-15,6,NA,163.319,1966-05-31
"12413000:ID:USGS",1966,1966,5,240.635,"green_r_bl_howard_a_hanson_dam",5,"YES",1966-05-15,6,NA,240.635,1966-05-31
"09349800:CO:USGS",1966,1966,5,81.392,"pueblo_reservoir_inflow",2,"YES",1966-05-15,6,NA,240.635,1966-05-31
"09277800:UT:USGS",1966,1966,5,NA,"sweetwater_r_nr_alcova",2,"YES",1966-05-15,6,NA,240.635,1966-05-31
"09379500:UT:USGS",1966,1966,5,434.003,"animas_r_at_durango",5,"YES",1966-05-15,6,NA,434.003,1966-05-31
"08316000:NM:USGS",1966,1966,5,1.098,"pecos_r_nr_pecos",5,"YES",1966-05-15,6,NA,1.098,1966-05-31
"10150500:UT:USGS",1966,1966,5,13.536,"ruedi_reservoir_inflow",5,"YES",1966-05-15,6,NA,13.536,1966-05-31
"10166605:UT:USGS",1966,1966,5,NA,"taylor_park_reservoir_inflow",5,"YES",1966-05-15,6,NA,13.536,1966-05-31
"150028:CA:USGS",1966,1966,6,NA,"boise_r_nr_boise",4,"YES",1966-06-15,7,NA,13.536,1966-06-30
"150028:CA:USGS",1966,1966,6,NA,"boysen_reservoir_inflow",3,"YES",1966-06-15,7,NA,13.536,1966-06-30
"150028:CA:USGS",1966,1966,6,NA,"dillon_reservoir_inflow",3,"YES",1966-06-15,7,NA,13.536,1966-06-30
"150028:CA:USGS",1966,1966,6,NA,"fontenelle_reservoir_inflow",3,"YES",1966-06-15,7,NA,13.536,1966-06-30
"150028:CA:USGS",1966,1966,6,NA,"weber_r_nr_oakley",3,"YES",1966-06-15,7,NA,13.536,1966-06-30
"10333000:NV:USGS",1966,1966,6,3.402,"owyhee_r_bl_owyhee_dam",5,"YES",1966-06-15,7,NA,13.536,1966-06-30
"14113000:WA:USGS",1966,1966,6,95.564,"stehekin_r_at_stehekin",5,"YES",1966-06-15,7,NA,13.536,1966-06-30
"14150000:OR:USGS",1966,1966,6,44,"detroit_lake_inflow",4,"YES",1966-06-15,7,NA,13.536,1966-06-30
"12413000:ID:USGS",1966,1966,6,71.581,"green_r_bl_howard_a_hanson_dam",5,"YES",1966-06-15,7,NA,13.536,1966-06-30
"09349800:CO:USGS",1966,1966,6,38.18,"pueblo_reservoir_inflow",2,"YES",1966-06-15,7,NA,13.536,1966-06-30
"09277800:UT:USGS",1966,1966,6,NA,"sweetwater_r_nr_alcova",2,"YES",1966-06-15,7,NA,13.536,1966-06-30
"09379500:UT:USGS",1966,1966,6,229.179,"animas_r_at_durango",5,"YES",1966-06-15,7,NA,13.536,1966-06-30
"08316000:NM:USGS",1966,1966,6,0.372,"pecos_r_nr_pecos",5,"YES",1966-06-15,7,NA,13.536,1966-06-30
"10150500:UT:USGS",1966,1966,6,4.628,"ruedi_reservoir_inflow",5,"YES",1966-06-15,7,NA,13.536,1966-06-30
"10166605:UT:USGS",1966,1966,6,NA,"taylor_park_reservoir_inflow",5,"YES",1966-06-15,7,NA,13.536,1966-06-30
"150028:CA:USGS",1967,1966,10,NA,"boise_r_nr_boise",4,"NO",1966-10-15,1,NA,13.536,1966-10-31
"150028:CA:USGS",1967,1966,10,NA,"boysen_reservoir_inflow",3,"NO",1966-10-15,1,NA,13.536,1966-10-31
"150028:CA:USGS",1967,1966,10,NA,"dillon_reservoir_inflow",3,"NO",1966-10-15,1,NA,13.536,1966-10-31
"150028:CA:USGS",1967,1966,10,NA,"fontenelle_reservoir_inflow",3,"NO",1966-10-15,1,NA,13.536,1966-10-31
"150028:CA:USGS",1967,1966,10,NA,"weber_r_nr_oakley",3,"NO",1966-10-15,1,NA,13.536,1966-10-31
"10333000:NV:USGS",1967,1966,10,0.833,"owyhee_r_bl_owyhee_dam",5,"NO",1966-10-15,1,NA,13.536,1966-10-31
"14113000:WA:USGS",1967,1966,10,42.004,"stehekin_r_at_stehekin",5,"NO",1966-10-15,1,NA,13.536,1966-10-31
"14150000:OR:USGS",1967,1966,10,57.4,"detroit_lake_inflow",4,"NO",1966-10-15,1,NA,13.536,1966-10-31
"12413000:ID:USGS",1967,1966,10,13.611,"green_r_bl_howard_a_hanson_dam",5,"NO",1966-10-15,1,NA,13.536,1966-10-31
"09349800:CO:USGS",1967,1966,10,4.106,"pueblo_reservoir_inflow",2,"NO",1966-10-15,1,NA,13.536,1966-10-31
"09277800:UT:USGS",1967,1966,10,NA,"sweetwater_r_nr_alcova",2,"NO",1966-10-15,1,NA,13.536,1966-10-31
"09379500:UT:USGS",1967,1966,10,10.34,"animas_r_at_durango",5,"NO",1966-10-15,1,NA,13.536,1966-10-31
"08316000:NM:USGS",1967,1966,10,0.118,"pecos_r_nr_pecos",5,"NO",1966-10-15,1,NA,13.536,1966-10-31
"10150500:UT:USGS",1967,1966,10,3.506,"ruedi_reservoir_inflow",5,"NO",1966-10-15,1,NA,13.536,1966-10-31
"10166605:UT:USGS",1967,1966,10,NA,"taylor_park_reservoir_inflow",5,"NO",1966-10-15,1,NA,13.536,1966-10-31
"150028:CA:USGS",1967,1966,11,NA,"boise_r_nr_boise",4,"NO",1966-11-15,1,NA,13.536,1966-11-30
"150028:CA:USGS",1967,1966,11,NA,"boysen_reservoir_inflow",3,"NO",1966-11-15,1,NA,13.536,1966-11-30
"150028:CA:USGS",1967,1966,11,NA,"dillon_reservoir_inflow",3,"NO",1966-11-15,1,NA,13.536,1966-11-30
"150028:CA:USGS",1967,1966,11,NA,"fontenelle_reservoir_inflow",3,"NO",1966-11-15,1,NA,13.536,1966-11-30
"150028:CA:USGS",1967,1966,11,NA,"weber_r_nr_oakley",3,"NO",1966-11-15,1,NA,13.536,1966-11-30
"10333000:NV:USGS",1967,1966,11,0.948,"owyhee_r_bl_owyhee_dam",5,"NO",1966-11-15,1,NA,13.536,1966-11-30
"14113000:WA:USGS",1967,1966,11,47.94,"stehekin_r_at_stehekin",5,"NO",1966-11-15,1,NA,13.536,1966-11-30
"14150000:OR:USGS",1967,1966,11,222.3,"detroit_lake_inflow",4,"NO",1966-11-15,1,NA,13.536,1966-11-30
"12413000:ID:USGS",1967,1966,11,38.271,"green_r_bl_howard_a_hanson_dam",5,"NO",1966-11-15,1,NA,13.536,1966-11-30
"09349800:CO:USGS",1967,1966,11,2.979,"pueblo_reservoir_inflow",2,"NO",1966-11-15,1,NA,13.536,1966-11-30
"09277800:UT:USGS",1967,1966,11,NA,"sweetwater_r_nr_alcova",2,"NO",1966-11-15,1,NA,13.536,1966-11-30
"09379500:UT:USGS",1967,1966,11,40.324,"animas_r_at_durango",5,"NO",1966-11-15,1,NA,13.536,1966-11-30
"08316000:NM:USGS",1967,1966,11,0.098,"pecos_r_nr_pecos",5,"NO",1966-11-15,1,NA,13.536,1966-11-30
"10150500:UT:USGS",1967,1966,11,2.981,"ruedi_reservoir_inflow",5,"NO",1966-11-15,1,NA,13.536,1966-11-30
"10166605:UT:USGS",1967,1966,11,NA,"taylor_park_reservoir_inflow",5,"NO",1966-11-15,1,NA,13.536,1966-11-30
"150028:CA:USGS",1967,1966,12,NA,"boise_r_nr_boise",4,"NO",1966-12-15,1,NA,13.536,1966-12-31
"150028:CA:USGS",1967,1966,12,NA,"boysen_reservoir_inflow",3,"NO",1966-12-15,1,NA,13.536,1966-12-31
"150028:CA:USGS",1967,1966,12,NA,"dillon_reservoir_inflow",3,"NO",1966-12-15,1,NA,13.536,1966-12-31
"150028:CA:USGS",1967,1966,12,NA,"fontenelle_reservoir_inflow",3,"NO",1966-12-15,1,NA,13.536,1966-12-31
"150028:CA:USGS",1967,1966,12,NA,"weber_r_nr_oakley",3,"NO",1966-12-15,1,NA,13.536,1966-12-31
"10333000:NV:USGS",1967,1966,12,1.24,"owyhee_r_bl_owyhee_dam",5,"NO",1966-12-15,1,NA,13.536,1966-12-31
"14113000:WA:USGS",1967,1966,12,88.189,"stehekin_r_at_stehekin",5,"NO",1966-12-15,1,NA,13.536,1966-12-31
"14150000:OR:USGS",1967,1966,12,269.7,"detroit_lake_inflow",4,"NO",1966-12-15,1,NA,13.536,1966-12-31
"12413000:ID:USGS",1967,1966,12,133.049,"green_r_bl_howard_a_hanson_dam",5,"NO",1966-12-15,1,NA,13.536,1966-12-31
"09349800:CO:USGS",1967,1966,12,7.258,"pueblo_reservoir_inflow",2,"NO",1966-12-15,1,NA,13.536,1966-12-31
"09277800:UT:USGS",1967,1966,12,NA,"sweetwater_r_nr_alcova",2,"NO",1966-12-15,1,NA,13.536,1966-12-31
"09379500:UT:USGS",1967,1966,12,81.284,"animas_r_at_durango",5,"NO",1966-12-15,1,NA,13.536,1966-12-31
"08316000:NM:USGS",1967,1966,12,0.081,"pecos_r_nr_pecos",5,"NO",1966-12-15,1,NA,13.536,1966-12-31
"10150500:UT:USGS",1967,1966,12,2.967,"ruedi_reservoir_inflow",5,"NO",1966-12-15,1,NA,13.536,1966-12-31
"10166605:UT:USGS",1967,1966,12,NA,"taylor_park_reservoir_inflow",5,"NO",1966-12-15,1,NA,13.536,1966-12-31
"150028:CA:USGS",1967,1967,1,NA,"boise_r_nr_boise",4,"NO",1967-01-15,2,NA,13.536,1967-01-31
"150028:CA:USGS",1967,1967,1,NA,"boysen_reservoir_inflow",3,"NO",1967-01-15,2,NA,13.536,1967-01-31
"150028:CA:USGS",1967,1967,1,NA,"dillon_reservoir_inflow",3,"NO",1967-01-15,2,NA,13.536,1967-01-31
"150028:CA:USGS",1967,1967,1,NA,"fontenelle_reservoir_inflow",3,"NO",1967-01-15,2,NA,13.536,1967-01-31
"150028:CA:USGS",1967,1967,1,NA,"weber_r_nr_oakley",3,"NO",1967-01-15,2,NA,13.536,1967-01-31
"10333000:NV:USGS",1967,1967,1,2.287,"owyhee_r_bl_owyhee_dam",5,"NO",1967-01-15,2,NA,13.536,1967-01-31
"14113000:WA:USGS",1967,1967,1,107.326,"stehekin_r_at_stehekin",5,"NO",1967-01-15,2,NA,13.536,1967-01-31
"14150000:OR:USGS",1967,1967,1,293.2,"detroit_lake_inflow",4,"NO",1967-01-15,2,NA,13.536,1967-01-31
"12413000:ID:USGS",1967,1967,1,137.542,"green_r_bl_howard_a_hanson_dam",5,"NO",1967-01-15,2,NA,13.536,1967-01-31
"09349800:CO:USGS",1967,1967,1,3.433,"pueblo_reservoir_inflow",2,"NO",1967-01-15,2,NA,13.536,1967-01-31
"09277800:UT:USGS",1967,1967,1,NA,"sweetwater_r_nr_alcova",2,"NO",1967-01-15,2,NA,13.536,1967-01-31
"09379500:UT:USGS",1967,1967,1,46.83,"animas_r_at_durango",5,"NO",1967-01-15,2,NA,13.536,1967-01-31
"08316000:NM:USGS",1967,1967,1,0.103,"pecos_r_nr_pecos",5,"NO",1967-01-15,2,NA,13.536,1967-01-31
"10150500:UT:USGS",1967,1967,1,3.586,"ruedi_reservoir_inflow",5,"NO",1967-01-15,2,NA,13.536,1967-01-31
"10166605:UT:USGS",1967,1967,1,NA,"taylor_park_reservoir_inflow",5,"NO",1967-01-15,2,NA,13.536,1967-01-31
"09408150:UT:USGS",1967,1967,1,NA,"virgin_r_at_virtin",5,"NO",1967-01-15,2,NA,13.536,1967-01-31
"150028:CA:USGS",1967,1967,2,NA,"boise_r_nr_boise",4,"NO",1967-02-15,3,NA,13.536,1967-02-28
"150028:CA:USGS",1967,1967,2,NA,"boysen_reservoir_inflow",3,"NO",1967-02-15,3,NA,13.536,1967-02-28
"150028:CA:USGS",1967,1967,2,NA,"dillon_reservoir_inflow",3,"NO",1967-02-15,3,NA,13.536,1967-02-28
"150028:CA:USGS",1967,1967,2,NA,"fontenelle_reservoir_inflow",3,"NO",1967-02-15,3,NA,13.536,1967-02-28
"150028:CA:USGS",1967,1967,2,NA,"weber_r_nr_oakley",3,"NO",1967-02-15,3,NA,13.536,1967-02-28
"10333000:NV:USGS",1967,1967,2,3.945,"owyhee_r_bl_owyhee_dam",5,"NO",1967-02-15,3,NA,13.536,1967-02-28
"14113000:WA:USGS",1967,1967,2,101.633,"stehekin_r_at_stehekin",5,"NO",1967-02-15,3,NA,13.536,1967-02-28
"14150000:OR:USGS",1967,1967,2,207.6,"detroit_lake_inflow",4,"NO",1967-02-15,3,NA,13.536,1967-02-28
"12413000:ID:USGS",1967,1967,2,131.345,"green_r_bl_howard_a_hanson_dam",5,"NO",1967-02-15,3,NA,13.536,1967-02-28
"09349800:CO:USGS",1967,1967,2,3.275,"pueblo_reservoir_inflow",2,"YES",1967-02-15,3,NA,3.275,1967-02-28
"09277800:UT:USGS",1967,1967,2,NA,"sweetwater_r_nr_alcova",2,"YES",1967-02-15,3,NA,3.275,1967-02-28
"09379500:UT:USGS",1967,1967,2,42.994,"animas_r_at_durango",5,"NO",1967-02-15,3,NA,3.275,1967-02-28
"08316000:NM:USGS",1967,1967,2,0.064,"pecos_r_nr_pecos",5,"NO",1967-02-15,3,NA,3.275,1967-02-28
"10150500:UT:USGS",1967,1967,2,3.368,"ruedi_reservoir_inflow",5,"NO",1967-02-15,3,NA,3.275,1967-02-28
"10166605:UT:USGS",1967,1967,2,NA,"taylor_park_reservoir_inflow",5,"NO",1967-02-15,3,NA,3.275,1967-02-28
"09408150:UT:USGS",1967,1967,2,NA,"virgin_r_at_virtin",5,"NO",1967-02-15,3,NA,3.275,1967-02-28
"150028:CA:USGS",1967,1967,3,NA,"boise_r_nr_boise",4,"NO",1967-03-15,4,NA,3.275,1967-03-31
"150028:CA:USGS",1967,1967,3,NA,"boysen_reservoir_inflow",3,"YES",1967-03-15,4,NA,3.275,1967-03-31
"150028:CA:USGS",1967,1967,3,NA,"dillon_reservoir_inflow",3,"YES",1967-03-15,4,NA,3.275,1967-03-31
"150028:CA:USGS",1967,1967,3,NA,"fontenelle_reservoir_inflow",3,"YES",1967-03-15,4,NA,3.275,1967-03-31
"150028:CA:USGS",1967,1967,3,NA,"weber_r_nr_oakley",3,"YES",1967-03-15,4,NA,3.275,1967-03-31
"10333000:NV:USGS",1967,1967,3,9.709,"owyhee_r_bl_owyhee_dam",5,"NO",1967-03-15,4,NA,3.275,1967-03-31
"14113000:WA:USGS",1967,1967,3,77.117,"stehekin_r_at_stehekin",5,"NO",1967-03-15,4,NA,3.275,1967-03-31
"14150000:OR:USGS",1967,1967,3,175,"detroit_lake_inflow",4,"NO",1967-03-15,4,NA,3.275,1967-03-31
"12413000:ID:USGS",1967,1967,3,131.978,"green_r_bl_howard_a_hanson_dam",5,"NO",1967-03-15,4,NA,3.275,1967-03-31
"09349800:CO:USGS",1967,1967,3,13.406,"pueblo_reservoir_inflow",2,"YES",1967-03-15,4,NA,3.275,1967-03-31
"09277800:UT:USGS",1967,1967,3,NA,"sweetwater_r_nr_alcova",2,"YES",1967-03-15,4,NA,3.275,1967-03-31
"09379500:UT:USGS",1967,1967,3,66.494,"animas_r_at_durango",5,"NO",1967-03-15,4,NA,3.275,1967-03-31
"08316000:NM:USGS",1967,1967,3,0.123,"pecos_r_nr_pecos",5,"NO",1967-03-15,4,NA,3.275,1967-03-31
"10150500:UT:USGS",1967,1967,3,7.21,"ruedi_reservoir_inflow",5,"NO",1967-03-15,4,NA,3.275,1967-03-31
"10166605:UT:USGS",1967,1967,3,NA,"taylor_park_reservoir_inflow",5,"NO",1967-03-15,4,NA,3.275,1967-03-31
"09408150:UT:USGS",1967,1967,3,10.713,"virgin_r_at_virtin",5,"NO",1967-03-15,4,NA,3.275,1967-03-31
"150028:CA:USGS",1967,1967,4,NA,"boise_r_nr_boise",4,"YES",1967-04-15,5,NA,3.275,1967-04-30
"150028:CA:USGS",1967,1967,4,NA,"boysen_reservoir_inflow",3,"YES",1967-04-15,5,NA,3.275,1967-04-30
"150028:CA:USGS",1967,1967,4,NA,"dillon_reservoir_inflow",3,"YES",1967-04-15,5,NA,3.275,1967-04-30
"150028:CA:USGS",1967,1967,4,NA,"fontenelle_reservoir_inflow",3,"YES",1967-04-15,5,NA,3.275,1967-04-30
"150028:CA:USGS",1967,1967,4,NA,"weber_r_nr_oakley",3,"YES",1967-04-15,5,NA,3.275,1967-04-30
"10333000:NV:USGS",1967,1967,4,13.527,"owyhee_r_bl_owyhee_dam",5,"NO",1967-04-15,5,NA,3.275,1967-04-30
"14113000:WA:USGS",1967,1967,4,72.099,"stehekin_r_at_stehekin",5,"NO",1967-04-15,5,NA,3.275,1967-04-30
"14150000:OR:USGS",1967,1967,4,137.8,"detroit_lake_inflow",4,"YES",1967-04-15,5,NA,137.8,1967-04-30
"12413000:ID:USGS",1967,1967,4,200.37,"green_r_bl_howard_a_hanson_dam",5,"NO",1967-04-15,5,NA,137.8,1967-04-30
"09349800:CO:USGS",1967,1967,4,16.368,"pueblo_reservoir_inflow",2,"YES",1967-04-15,5,NA,137.8,1967-04-30
"09277800:UT:USGS",1967,1967,4,NA,"sweetwater_r_nr_alcova",2,"YES",1967-04-15,5,NA,137.8,1967-04-30
"09379500:UT:USGS",1967,1967,4,59.419,"animas_r_at_durango",5,"NO",1967-04-15,5,NA,137.8,1967-04-30
"08316000:NM:USGS",1967,1967,4,0.128,"pecos_r_nr_pecos",5,"NO",1967-04-15,5,NA,137.8,1967-04-30
"10150500:UT:USGS",1967,1967,4,7.15,"ruedi_reservoir_inflow",5,"NO",1967-04-15,5,NA,137.8,1967-04-30
"10166605:UT:USGS",1967,1967,4,NA,"taylor_park_reservoir_inflow",5,"NO",1967-04-15,5,NA,137.8,1967-04-30
"09408150:UT:USGS",1967,1967,4,13.513,"virgin_r_at_virtin",5,"NO",1967-04-15,5,NA,137.8,1967-04-30
"150028:CA:USGS",1967,1967,5,NA,"boise_r_nr_boise",4,"YES",1967-05-15,6,NA,137.8,1967-05-31
"150028:CA:USGS",1967,1967,5,NA,"boysen_reservoir_inflow",3,"YES",1967-05-15,6,NA,137.8,1967-05-31
"150028:CA:USGS",1967,1967,5,NA,"dillon_reservoir_inflow",3,"YES",1967-05-15,6,NA,137.8,1967-05-31
"150028:CA:USGS",1967,1967,5,NA,"fontenelle_reservoir_inflow",3,"YES",1967-05-15,6,NA,137.8,1967-05-31
"150028:CA:USGS",1967,1967,5,NA,"weber_r_nr_oakley",3,"YES",1967-05-15,6,NA,137.8,1967-05-31
"10333000:NV:USGS",1967,1967,5,7.749,"owyhee_r_bl_owyhee_dam",5,"YES",1967-05-15,6,NA,7.749,1967-05-31
"14113000:WA:USGS",1967,1967,5,140.688,"stehekin_r_at_stehekin",5,"YES",1967-05-15,6,NA,140.688,1967-05-31
"14150000:OR:USGS",1967,1967,5,243.4,"detroit_lake_inflow",4,"YES",1967-05-15,6,NA,140.688,1967-05-31
"12413000:ID:USGS",1967,1967,5,397.051,"green_r_bl_howard_a_hanson_dam",5,"YES",1967-05-15,6,NA,397.051,1967-05-31
"09349800:CO:USGS",1967,1967,5,36.323,"pueblo_reservoir_inflow",2,"YES",1967-05-15,6,NA,397.051,1967-05-31
"09277800:UT:USGS",1967,1967,5,NA,"sweetwater_r_nr_alcova",2,"YES",1967-05-15,6,NA,397.051,1967-05-31
"09379500:UT:USGS",1967,1967,5,198.07,"animas_r_at_durango",5,"YES",1967-05-15,6,NA,198.07,1967-05-31
"08316000:NM:USGS",1967,1967,5,0.237,"pecos_r_nr_pecos",5,"YES",1967-05-15,6,NA,0.237,1967-05-31
"10150500:UT:USGS",1967,1967,5,21.435,"ruedi_reservoir_inflow",5,"YES",1967-05-15,6,NA,21.435,1967-05-31
"10166605:UT:USGS",1967,1967,5,NA,"taylor_park_reservoir_inflow",5,"YES",1967-05-15,6,NA,21.435,1967-05-31
"09408150:UT:USGS",1967,1967,5,24.918,"virgin_r_at_virtin",5,"YES",1967-05-15,6,NA,24.918,1967-05-31
"150028:CA:USGS",1967,1967,6,NA,"boise_r_nr_boise",4,"YES",1967-06-15,7,NA,24.918,1967-06-30
"150028:CA:USGS",1967,1967,6,NA,"boysen_reservoir_inflow",3,"YES",1967-06-15,7,NA,24.918,1967-06-30
"150028:CA:USGS",1967,1967,6,NA,"dillon_reservoir_inflow",3,"YES",1967-06-15,7,NA,24.918,1967-06-30
"150028:CA:USGS",1967,1967,6,NA,"fontenelle_reservoir_inflow",3,"YES",1967-06-15,7,NA,24.918,1967-06-30
"150028:CA:USGS",1967,1967,6,NA,"weber_r_nr_oakley",3,"YES",1967-06-15,7,NA,24.918,1967-06-30
"10333000:NV:USGS",1967,1967,6,27.418,"owyhee_r_bl_owyhee_dam",5,"YES",1967-06-15,7,NA,24.918,1967-06-30
"14113000:WA:USGS",1967,1967,6,151.894,"stehekin_r_at_stehekin",5,"YES",1967-06-15,7,NA,24.918,1967-06-30
"14150000:OR:USGS",1967,1967,6,152.4,"detroit_lake_inflow",4,"YES",1967-06-15,7,NA,24.918,1967-06-30
"12413000:ID:USGS",1967,1967,6,149.308,"green_r_bl_howard_a_hanson_dam",5,"YES",1967-06-15,7,NA,24.918,1967-06-30
"09349800:CO:USGS",1967,1967,6,32.63,"pueblo_reservoir_inflow",2,"YES",1967-06-15,7,NA,24.918,1967-06-30
"09277800:UT:USGS",1967,1967,6,NA,"sweetwater_r_nr_alcova",2,"YES",1967-06-15,7,NA,24.918,1967-06-30
"09379500:UT:USGS",1967,1967,6,195.243,"animas_r_at_durango",5,"YES",1967-06-15,7,NA,24.918,1967-06-30
"08316000:NM:USGS",1967,1967,6,0.094,"pecos_r_nr_pecos",5,"YES",1967-06-15,7,NA,24.918,1967-06-30
"10150500:UT:USGS",1967,1967,6,20.574,"ruedi_reservoir_inflow",5,"YES",1967-06-15,7,NA,24.918,1967-06-30
"10166605:UT:USGS",1967,1967,6,NA,"taylor_park_reservoir_inflow",5,"YES",1967-06-15,7,NA,24.918,1967-06-30
"09408150:UT:USGS",1967,1967,6,10.903,"virgin_r_at_virtin",5,"YES",1967-06-15,7,NA,24.918,1967-06-30
"150028:CA:USGS",1968,1967,10,NA,"boise_r_nr_boise",4,"NO",1967-10-15,1,NA,24.918,1967-10-31
"150028:CA:USGS",1968,1967,10,NA,"boysen_reservoir_inflow",3,"NO",1967-10-15,1,NA,24.918,1967-10-31
"150028:CA:USGS",1968,1967,10,NA,"dillon_reservoir_inflow",3,"NO",1967-10-15,1,NA,24.918,1967-10-31
"150028:CA:USGS",1968,1967,10,NA,"fontenelle_reservoir_inflow",3,"NO",1967-10-15,1,NA,24.918,1967-10-31
"150028:CA:USGS",1968,1967,10,NA,"weber_r_nr_oakley",3,"NO",1967-10-15,1,NA,24.918,1967-10-31
"10333000:NV:USGS",1968,1967,10,2.253,"owyhee_r_bl_owyhee_dam",5,"NO",1967-10-15,1,NA,24.918,1967-10-31
"14113000:WA:USGS",1968,1967,10,56.227,"stehekin_r_at_stehekin",5,"NO",1967-10-15,1,NA,24.918,1967-10-31
"14150000:OR:USGS",1968,1967,10,69.6,"detroit_lake_inflow",4,"NO",1967-10-15,1,NA,24.918,1967-10-31
"12413000:ID:USGS",1968,1967,10,26.011,"green_r_bl_howard_a_hanson_dam",5,"NO",1967-10-15,1,NA,24.918,1967-10-31
"09349800:CO:USGS",1968,1967,10,4.397,"pueblo_reservoir_inflow",2,"NO",1967-10-15,1,NA,24.918,1967-10-31
"09277800:UT:USGS",1968,1967,10,NA,"sweetwater_r_nr_alcova",2,"NO",1967-10-15,1,NA,24.918,1967-10-31
"09379500:UT:USGS",1968,1967,10,13.323,"animas_r_at_durango",5,"NO",1967-10-15,1,NA,24.918,1967-10-31
